id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Escola Privada_1772908,Privada,Esc Part Construindo Meu Saber C R I,Rua,"Mario Lapietra, 343",Jardim Ponte Rasa,3884020,Escola Privada,-23.510648,-46.481108
Escola Privada_1772909,Privada,Edukandarium Mondini Colegio,Rua,"Joao Jose de Queiroz, 32",Vila Sao Francisco Zona Leste,3679000,Escola Privada,-22.82545,-45.196428
Escola Privada_1772910,Privada,Esc Part Espaco Jean Piaget,Rua,"Sao Serapiao, 218",Vila Re,3664000,Escola Privada,-23.441015,-46.532412
Escola Privada_1772914,Privada,Erica Santos Colegio,Rua,"Verissimo Cardoso, 37",Jardim Maristela,2806010,Escola Privada,-23.480326,-46.700926
Escola Privada_1772915,Privada,Esc Part Tindolele e e I,Rua,"Deputado Cantidio Sampaio, 694",Vila Souza,2860001,Escola Privada,-23.470776,-46.675666
Escola Privada_1772916,Privada,Bergamim Colegio,Rua,"Campo Limpo, 765",Vila Prel,5777001,Escola Privada,-23.552139,-46.647198
Escola Privada_1772919,Privada,Esc Part Pequeno Favo de Mel,Rua,"Baltazar da Silveira, 547",Vila Pereira Cerca,2931040,Escola Privada,-23.496215,-46.71216
Escola Privada_1772920,Privada,Aube Carran Colegio,Rua,"Tapuirana, 55 a",Jardim Sao Luis Zona Leste,8121070,Escola Privada,-23.674205,-46.741071
Escola Privada_1772921,Privada,Esc Part Turma do Mickey,Rua,"Manuel Paschoal, 1",Parque Santa Rita,8161480,Escola Privada,-23.68414,-46.802124
Escola Privada_1772925,Privada,A G J Colegio Evangelico,Rua,"Joaquim Camara Ferreira, 73",Parque Tiete,2870190,Escola Privada,-23.102337,-47.71315
Escola Privada_1772931,Privada,Esc Part Ninho de Gente C R I,Rua,"Flor do Espirito Santo, 74",Vila Jacui,8050080,Escola Privada,-23.514377,-46.454423
Escola Privada_1772933,Privada,Luz Azul Colegio,Rua,"Rua Albertina Medeiros, 569",Sao Miguel,8245180,Escola Privada,-23.519271,-46.438577
Escola Privada_1772935,Privada,Colegio Futuro,Rua,"Joao Vessoni, 399",Vila Vessoni,8020210,Escola Privada,-23.506275,-46.442615
Escola Privada_1772936,Privada,Progresso Santa Maria Colegio,Rua,"Thomaz Antonio Villani, 275",Vila Santa Maria,2562000,Escola Privada,-23.486833,-46.674701
Escola Privada_1772937,Privada,Ferreira Lima Colegio Eei,Rua,"Decio de Toledo Leite Doutor, 60 a",Jardim das Oliveiras,8111220,Escola Privada,48.77353,9.17742
Escola Privada_1772938,Privada,Esc Part Cantinho dos Anjos Eei,Rua,"Oswaldo Arouca, 854",Vila Formosa,3363000,Escola Privada,-23.560492,-46.537374
Escola Privada_1772943,Privada,Arte de Conhecer Escola,Rua,"Zeferino Ferraz Professor, 123",Itaim Paulista,8120380,Escola Privada,-23.478589,-46.39182
Escola Privada_1772944,Privada,Cei Indir Espaco Crianca Elias Antonio Zogbi,Rua,"Comendador Joaquim Monteiro, 45",Santana,2013030,Escola Privada,-23.503554,-46.631011
Escola Privada_1772948,Privada,Cr P Conv Projeto Anchieta,Rua,"Alziro Pinheiro Magalhaes, 578",Parque Sao Miguel,4855000,Escola Privada,-23.766115,-46.683992
Escola Privada_1772966,Privada,Cr P Conv Lar Nossa Senhora da Consolacao,Rua,"Gravatai, 54",Consolacao,1303040,Escola Privada,-23.548654,-46.647958
Escola Privada_1772969,Privada,Cr P Conv Cedro do Libano II,Rua,"Guilherme Valente, 131",Jardim Vergueiro,5818280,Escola Privada,-23.667204,-46.733265
Escola Privada_1772971,Privada,Cei Indir Mascote,Rua,"Mascote, 259",Vila Mascote,4363000,Escola Privada,-23.779579,-45.358564
Escola Privada_1772972,Privada,Cei Indir Jorge PE,Rua,"Serra do Mar, 55",Vila Princesa Isabel,8410160,Escola Privada,-23.990981,-46.511482
Escola Privada_1772974,Privada,Cr P Conv Luar do Sertao,Rua,"Luar do Sertao, 2278",Chacara Santa Maria,5879450,Escola Privada,-23.630365,-46.553603
Escola Privada_1772979,Privada,Esc Part Universo Kids e e I,Rua,"Faveira do Mato, 886",Jardim Planalto,8040370,Escola Privada,-23.511114,-46.444555
